query_id,cleaned_query,label
88979,tell me infoa bout fishries deptt,3
22488,asking about sucking pest management for tapioca,6
45429,tell me yellowing of watermelon,6
93283,requirement of urea in mustard,5
84268,tell me pest and fungas control in gour,5
52825,variety of bajara,7
91733,flower drop ki problem,6
79812,alternet bearing in mango,6
32396,solar pump ke bare me jankari lena hai,3
76559,asking about kancheepuram weather report,8
41817,tell me about insect control in moth bean,6
73396,sugarcane me growth ki jankari,1
62696,dhan ki nursary me weed control,9
79749,attack of aphidsthrips and jassids,0
34318,tell me variety of papaya,7
3401,asking about rice seeds availability,0
45489,information regarding varieties of spring maize,7
73650,weather information of aazamgarh,8
28770,tell me production in sugarcane,8
29806,asking about controll of wilt attack,8
49101,asking about weather detail in thuraiyur,8
63072,farmer needs information regarding weather for sheopur block of state madhya pradesh,8
2850,fruit borer problem in guava,6
77250,information regarding weather jind,8
51603,asked about market price of onion nasik,4
13286,tell me jhulsa in lamon,6
36848,information cauliflower,6
36260,asked about mango pruning period,0
18767,tell me about variety of bajra,7
54671,insect problem in banana,6
1296,asking about weather forecasting of north dinajpur kaliaganj block district,8
38764,asking about azolla seeds availability contact number,0
39239,whatsapp number of department of agriculture information,3
27034,farmer want to know information about how to control girdle beetle in soyabean crop,6
72903,tell me control of flower droping,5
75684,yellow collar leaf for paddy crop,5
1250,farmer wants to know information about how to control caterpillars in brinjal crop,6
9201,terll me ne nmatodecontrol in wheat,6
15159,regarding cultural practices of turmeric,0
82313,pls tell me weather information for konch,8
77668,about maize crop,5
70319,asked about bhendi sowing season,1
47606,weed control in sesame crop after 30 days,9
65614,information about weather,2
38138,fsal beema ki jankari de,3
11659,sugarcane attack of wilt,6
93997,farmer needs information regarding govt schemes of horticulture,8
74519,tell me control of flower droping in mango,5
8656,asked about banana leaf blight management,6
85493,asked about thanjavur weather report,8
11384,asking about suitable districts for jute production in tamilnadu,0
99413,ridge gourd nutrient management,5
8720,asking about growth sprayer on cotton,1
37161,information regarding weather of mewat,8
86081,farmer wants to know information about weather in khargone district,8
6324,asking about pomegranate foliar spray management,5
64242,control of stem rot in beseem,6
93284,green house ke bare me,8
39246,asking about thrips in small onion,6
21740,asked about attack of white fly on cotton,6
8114,information regarding control of thrips in tomato,6
36583,farmer need weather information of piploda tehsil in ratlam district of madhya pradesh,8
86388,blight attack of ginger,6
25431,information regarding caterpiller problem in tomato,6
28307,plant protection in paddy,6
40244,weather information of musafirkhana sultanpur,8
26622,frui borer in brinjal,6
49991,farmer needs information regarding weather for takhatpur block of bilaspur district of chhattishgarh state,8
94020,tell me about insect control in bajra,6
4226,variety of alovera,4
62877,control for nematod in paddy,6
6887,leaf problem of wheats,6
5311,asking about foliar spray in bhendi,5
8980,tell me veriety of sorgum,8
15119,asked about nutrient for soybean,5
69575,varities of mash,8
41789,mango malformation information,6
99072,asking about weather report for dharapuram,8
61055,information regarding about weather of chamba,8
60085,asking about cr 1009 sub 1 total duration,0
36444,asking about leaf blight management in coconut,6
74029,fertilizer use in mango plant,1
75714,asked about tomato green leaf hopper management,6
77192,varity of moong,7
36361,undersized fruit of coconut,5
26252,kela me kaunsi khad daale,6
31679,farmer wants to know information about weather of district,8
77662,farmer wants to know information about weather for dewas dist,8
28733,tell me yellow rust in wheat,6
89460,farmer wants to weather information of sehore district,8
82009,chemical control of pinkl boll worm on cotton,6
97035,farmer wants to know information about control of flower and fruit drop cashew,6
81881,farmer wants to know information about how to control flower drop in aonla,5
12215,asking about brinjal little leaf brinjal management,6
53617,leaf folder in paddy crop,2
82530,growth and development of pointed gourd,6
56951,asked about weather report,8
37343,asking about pest control in bitter gourd,5
22172,control of root rot in cucumber,6
85080,asking about fruit borer management in pomegranate,6
98505,farmer wants to know about how to control weeds in wheat crops,9
32959,farmer wants to know information about weather forecast in sheopur district,8
78971,asking about ribbed gourd sowing season,0
8108,how to control of fungal diseasec in cauliflower,0
8404,sitapur ka mausam,8
8949,farmer want to know information about how to control sucking pest in moong crop,6
4862,asking about tuberose foliar spray application,2
18032,farmer wants to know information about how to control caterpillars in cotton crop,0
591,farmer needs information regarding weather for surajpur district of chhatishgarh state,8
50427,farmer need information regarding control measures of caterpillars attack in groundnut crop,6
89876,seed rate of sudan grass,7
58195,farmer wants to know information about weather forecast of damoh district,8
76419,farmer needs information regarding weather for shajapur dist of state madhya pradesh,8
17335,tell me aphid control in aphim,6
82335,asking about groundnut sowing season and varieties,7
91031,tell me aphid control in cotton,6
36695,growth problem in pumpkin,6
65409,information regarding control of purple blotch in onion,0
43063,farmer needs information regarding flower increase in groundnutsoybean,8
95528,regarding spray in apple tree at preharvest stage,8
98633,asking about weather report of memariii block in barddhaman district,8
48404,tell me disease control bottle gourd,1
93068,information regarding the control of bacterial leaf blight in paddy,6
18546,papaya insect control,6
14946,asking about leaf caterpillar and aphid management in groundnut,6
43986,information about weather of mirzpur,8
36523,want to know about weather report information,8
31322,asking about small onion sowing season,1
18948,asking about the control of fruit drops of mango,6
97816,variety of maize,7
16866,weed management in cane,9
23827,asking about red banana duration,0
26412,asking about weather report barshitakli tahsil,8
94470,asked about spraying for growth on black gram,3
21166,asked about attack of stem borer on rice,6
22492,proper amount of fertilizer in mentha crop,1
32229,information regarding disease control in gram,0
69957,amnar ka poudhe me phool aate hai fal nahi bante hai,6
64428,whitefly okra,6
17684,gehu ki growth ke liye,1
78188,tell me disease control in bottal gaurd,6
78350,icarciaf contact number,2
41835,dhan me peelapan,8
77521,leaf eating cater pillar in cauliflower,0
83048,asked about rodent management in sugarcane field,6
58739,flower drop of cotton,6
19059,information regarding control of stem borer and leaf folder in paddy,8
9005,control of whitefly in tomato,6
71591,asking about marketing information,6
68206,farmer needs information regarding nutrient management in soybean crop,1
9951,solar pump,4
97069,aking about nutrient management in litchi,5
44966,mangopest control,6
77498,tell me sowing time of onion,6
47271,information regarding the control of fuit drop in mango,6
55098,for better growth and yield in green gram,0
85349,information regarding yellow leaf of cotton,8
28942,farmer want to know information about how to increase growth of rice crop,2
61513,asking about suitable varieties for cottonrainfed,7
93744,weather information of bharaich,8
35931,tell me control of yellow disease in wheat,6
33215,weed management in paddy,2
2601,tell me seed treatment of gvar,2
41603,miliped and stem fly control on soyabeen crop,6
33594,tell me about the mandi rate of guar,4
13866,farmer wants to know information about weed management in maize crop,0
97830,information regarding weather in hisar,2
15319,asking about green leaf hopper in paddy,6
15096,information of seed avalable in arbi,4
3367,aam me baur kali ho rahi hai,6
83508,growth of bhindi,5
74769,tell me fllower droping control in brinjal,5
22599,asking about onion cultivation soil type,0
41962,plz give me weather information district mahraj ganj block ghughli,8
1112,asking about thrips in watermelon,6
59955,farmer wants to know information about weather in vidisha dist,8
52004,asking about agricultural implements availability,2
29219,asked about acid lime fertilizer management 1 year plant,5
64354,spraying of npk in wheat crop,0
69281,control of root borer in sugarcane,6
96748,faaarmer want to know about girdle beetle in soyabean crop,6
7363,asked about villupuram today weather report,5
32199,asking about control downy mildew in cucumber,6
11289,preventive measures for pest control in soybean,6
29873,information regarding weed control in cauliflower,6
27960,asked about turmeric sowing season,5
3588,tell me about weather information of mahoba,8
43652,asking about leaf miner management in drum drick,6
35480,weed control of groundnut,8
42537,leaf sucking problem in radish,6
42103,kissan mela pantnager me 2018 ka kab lagega,0
82729,asking about woolly aphids in sugarcane,6
33833,farmer wants to know information about how to control sucking pest in wheat crop,6
66380,asking about need for agriculture application,3
84190,tell me control of flower dropping in poemgrante,5
97292,tell me control of root rot in cluster bean,6
46380,tell me control of fruit fly in anar,6
18662,asking about the weather report of manikchack blockmaldah,8
90574,farmer need weather information of your harda district of madhya pradesh,8
76157,asked about attack aphids on bhindi,6
71189,farmer needs information regarding weather for morena dist of state madhya pradesh,8
17979,termite problem in cucumber,6
10932,asking about muskmelon top dressing fertilizer management,5
23313,plzgive me weather information,8
78091,tell me cut worm control in moth,6
579,tell me sowing time of vegatable,6
78847,control of motha in bhindi crop,0
69064,weather information of jhansi,8
76833,weather information of bareily,8
99724,tell me about the mandi rate of cotton,4
9457,asking about blackgram foliar application,5
85076,insect control in red gram corp,6
62323,asking about leaf curling in beetle vine,6
8202,root weevil problem in paddy,6
67837,tell me about the control of yellowing in chillies,6
93907,aam ke phoolo ka vikash,5
72785,information for kapash sikurna,5
81325,weed management in til,8
3158,asking about algae management in paddy,5
94191,aam ke bare me janakari,6
47633,control of white fly and aphids in brinjal,6
16510,information regarding plant growth regulator in cucumber plants,6
20036,tell me contact in beekeeping,3
64809,weather farmation,8
43093,information regarding to weather in palwal,8
88057,information for root borar insect in paddy crop,5
57306,termite problem in paddy crop,6
12330,tell me about yellowing controle in onion,6
37977,asking about foliar spray in banana,5
348,asking about the control of thrips in watermelon,0
64288,asking about weather report for dharmapuri district,8
7027,farmer wants to know information about weather of district,8
53377,farmer want to know information about management of cattle ah,8
4347,termite control in paddy,0
25,mausam ki jankari,0
63092,asking about sugarcane planting season,0
23483,nutrient management in nursery paddy,5
24050,tell me root rot control in guar,6
2236,yellow leaf in garlic,0
27304,informaton regarding of varieties of mustard,7
3682,tell me aphid control in chilliers,6
95561,asking about tapioca top dressing fertilizer management,1
766,tractor par anudan chahiye,3
74331,asking about tapioca foliar spray application,5
16556,sowing time of early potato,8
63777,weather forecasting for durg district of cg,8
99312,asking about intercrop in citrus field,0
57346,asking about foliar nutrient spray for cucumber,1
19315,asking about amaranthus varieties,0
9057,tell me piliya rog in moongfali,8
43274,information for control suking pest in paddy crop,5
16523,dhaan ke jado me soondi laga hai,6
32351,asking about tube rose basal dressing fertilizer application,0
25365,asking about blast disease management for paddy,6
53031,asking about red beetle in ribbed gourd,6
78529,asking about leaf miner management in groundnut,6
42737,powedy mildew and pest problem in sesame,6
95466,asking about downey mildew management for small onion,6
82246,aam me bhunga keet laga hai,6
51127,asking about basal fertilizer management in sugarcane,1
57185,ant problem,6
46628,regarding spray in apple tree at fruit development3rd stage,6
92940,information regarding weather of ambala,6
51975,asking about spacing for castor,5
45443,cotton aphids management,6
99669,asking about the weather report of nakashipara blocknadia,8
29205,farmer needs information regarding weather information for dewas district of state madhya pradesh,8
21421,farmer need information regarding control measures of termite attack in maize crop,6
5310,information regarding weather of sonipat,8
75692,sundi control in bajra,6
41389,basti ka mausam,8
22706,custer apple,6
5120,tell me control of blight in jeera,6
74068,tell me root rot control in cotton,1
90706,farmer want to know information about weather of nowgong,8
29356,plz tell me weather information for shahganj,8
34838,asking about fruit borer control in brinjal,6
23048,tell me control of bacterial blight disease in gram,6
832,tell me weed control in til,9
6508,phal bedhak,6
17750,tell me last irrigation time in wheat,0
91084,weed control in paddy crop,9
87329,farmer wants to know information about weather in chhindwara district,8
5382,weed control of kash,9
70584,information regarding fertilizer dose in transplanting time of paddy crop,1
74111,beej anudan ki jankari,3
54446,weed control groundnut pre emergence herbicide,8
73560,asked about attack of sucking pest on brinjal,6
72060,asking about the control measure for climbing cut worm in paddy,6
68115,termite in sugarcane field,6
97659,weather informatin of unnao,8
24302,information regarding control of aphid in citrus,6
79222,asking about flower blight management in tomato,6
14959,farmer want to know information about for governrment schemes,3
93052,asked about krishnagiri kvk address,4
86117,sowing time varieties seed rate of turmeric,0
58266,farmer want to know information about how to increase growth of urd,5
9963,red insect in pointed gourd,6
43144,fertilizar dos,1
54209,farmer wants to know information about weather in vidish distric,8
4890,asking about papaya suitable season,0
12367,asking about cucumber fertigation method,5
3034,tell me subisidy in dairy,8
39378,weed control of paddy crop,9
30173,mirch ki varieties,6
59270,asking about whitefly management in blackgram,6
80700,information regarding weather palwal,8
74559,query regarding to control fruit borer in brinjal,6
42994,npk in paddy,8
39581,tell me vareity of castor,7
78907,farmer needs information regarding how to increase size and production in urd crop,1
97464,information regarding how to control fungal disease in kinnow plant,6
50639,weather report of dhaniakhalihooghly,6
33540,ask about seed treatments of termite,6
30394,asking about tiruvarur agriculture engineering department,3
84374,tell me variety of red gram,7
4426,weed control in mentha crop,8
79188,tell me about irrigation at flowering stage in isabgol,0
11859,tell me nokha mandi price of guar,4
55269,information regarding disease control in fodder maize,6
44222,gehu me haldi jaisa ban raha hai,6
66313,sowing direction of maize,8
34481,asking about control of mite in cy,6
72133,pls tell me weather information for danpur,8
66401,asked about villupuram weather report information,8
79657,mite problem in cotton crop,6
6849,tell me thrips attack in onion,6
40448,asking about sucking pests management in jasmine,6
69654,sugarcane,0
77930,information regarding fertiliser doses of apple plants,1
16488,asking about banana disease problems,6
89521,tell me control lat in parti soil,6
1870,good growth for mentha narsary,0
15391,leaf folder problem in paddy crop,6
43773,control of bacterial wilt in tomato,6
79801,how to control sucking pest in chillies crop,6
29741,fish palan ki jankari dai,3
76817,kalle nahi nikal rahe,5
7655,asking about black gram foliar nutrient application,1
70620,about market information,6
9359,farmer want to know information about bhavantar yojana,3
49883,information for weed control in makka crop,9
76183,tell me control of bacterial blight disease in tomato,6
81284,farmer is asking about weather information,2
26553,weatger informetion,8
56791,tell me weedicide use dhan crop,9
45289,information regarding weather in palwal,1
14373,information regarding weather of sarkaghat,8
28897,asked about attack of aphids reddning of cotton,6
92846,spray in mango at flower emergence stage,5
29003,information about insect control in mango,6
67994,asking about weather forecasting for kanyakumari,8
11764,chilli attack of thrips,6
5869,information regarding weather in faridabad,8
35527,asking about late leaf spot control in groundnut,6
90695,disease control in mustard,6
67176,aam ke bur me kit lag rahe hai,6
91713,farmer want to know information about how to control blast disease in paddy crop,6
68310,regarding the pin scab in apple,6
17657,farmer needs information regarding weather for agar district of,8
14546,tell me weather rport in,8
92859,information regarding weather in bhiwani,8
33775,tell me insect control in jawar,6
66482,farmer asked about market rate of sorghum,4
20477,kisan registration,3
71795,tell me disease control in marigold,6
51356,information regarding control of termite in paddy,0
82220,weather information,8
83447,asking about top dressing fertilizer for sugarcane,1
70861,plantation time of bambu,0
67271,aphid control in bhendi,6
72499,disease control in coriander crop,6
68783,asking about leaf roller and thrips management in groundnut,6
34384,flower management,6
54266,farmer wants to know information about how to control of fungal attack in ground nut crop,0
83169,farmer want to know information about weather forecasting for nowgong block,8
75357,tell me contect no of rsjfed,4
14943,preventive measures for pest control in bitter gourd,6
95072,weather infromation,8
93718,tell me black root control in cumin,6
99893,asking about paddy season and varieties samba,7
10998,asking about ground nut export market information,4
52275,insect problem in paddy,8
35757,aonla ka phool gir raha hai,6
61229,weather information in kheri,8
51561,asking about red spider mite management in ribbed gourd,6
82779,asking about jasmine fertilizer management,1
58107,root borer,6
81342,asking about foliar spray for chilli,5
41231,asked about weed management for tomato,0
11946,tell me control of root insect in onion,6
3230,tell me aphid controlin moong,6
45033,information about pomegranate,5
6455,information rehgarding weeds control in paddy,9
32192,flower drop control management in citrus,6
69905,asking about crop duration for tomato,5
16085,information about old leaf banana,0
30271,nutrient management in wheat,8
45795,asking about coconut planting season,0
18457,informaiton regarding control of termite in paddy,1
29141,tell me solar pump subsidy related problem in aligarh,0
33800,asking about termite management in sugarcane,6
60543,asking about chow chow foliar spray,5
3952,fertilizer dose in wheat,1
58572,tell me fllower droping control in pomegranate,5
27145,asking about kissan card details,3
32324,farmer needs information regarding about weather forecast of durg district,8
70470,asking about white fly management in papaya,6
44648,stem borer insect problem in citrus,6
61681,asking about fig varieties,0
86228,contact in sugarcane department,3
47852,tell me krishi vigyan kendra rithola distt chittorgarh,4
92930,plant protection in the safed musli,6
63300,asking about onion basal root rot,6
84083,weather information district unnao,8
76125,asking about pink bollworm management in cotton,6
42533,asking about need for agriculture subsidy,3
7457,tell me about variety of mung,7
12775,insect control in marigold,6
16138,stevia ki kheti ki jankari de,3
89674,insect problem in cow pea,6
65743,information regarding weather of hisar,8
51054,information regarding to weather hissar,8
14179,asking about leaf blight management in tuberose,6
61936,farmer wants to know information about weather forecast of agar district,8
87433,stem borer in borer,6
30667,farmer wants to know information about weather in umaria dist,8
11169,information about paddy,9
22150,asking about rhinoceros beetle management in coconut,6
23638,information regarding weed control of paddy nursury,9
48540,asking about tomato foliar application,5
95214,tell mwe market information,4
3370,asking about pooshha mela,6
23703,give the information about mushroom cultivation,6
74955,asking about weed control in paddy,9
63270,control for weed in crop less field,9
87931,acid lime growth,6
29542,tell me about black leaves control in citrus,6
69898,asking about flood tolerant variety for paddy,7
39720,insect control in sugarcane,2
12617,asking about thrips and leaf caterpillar management in paddy,6
70310,asking baout control thrips in onion,6
90415,how we control wilt disease in gram,6
22086,tell me control of stem borar,6
64102,weed control in berseem,9
75509,query reagrding tomato,6
53700,asking about tapioca top dressing fertilizer management,5
58353,farmer wants to know information about weather of your agar district,8
9645,asking about thirukovilur regulated market committee contact number,4
82944,information aboutr weather of balrampur,8
66252,insect control in sugarcane crops,6
6226,asking about paddy brownplant hopper management,6
63587,weed problem 60 days after sowing,9
49780,weed management in pearl millet,9
51224,asking about paddy bacterial leaf blight management,6
9800,bakanae disease control in paddy,6
68981,controll of gidar in cauliflower,6
82893,farmer needs information regarding weather for chhuri block for rajnandgaon district of chhatishgarh state,8
8681,tell me about for get kheti ri batan magzine,8
91891,varieties of maize,7
21839,asking about leaf spot in cucumber,6
14178,tell me about pod broer control in gram,6
21673,fertilizers in basmati paddy i,1
58326,nutrient management of paddy crop,5
47734,asking about krishi vigyan kendra chithathur cheyyar taluk thiruvannamalai district contact no,3
32753,asking about chilli sucking pest management,6
80065,how to control fungal disease in ladysfinger crop,6
98346,madhumakhi palan sambandhit jankari lena hai,8
61103,farmer wants to know information about how to control top shoot borer in suger cane crop,6
87080,tell me control of flower dropping in moong,5
26617,cimap contact number information for aloevera cultivation,0
78658,leaf folder in paddy,6
82549,sowing taime of papaya,6
59151,plant protection of eculeptous,6
72206,weather information of bulandsahar,8
38690,asking about early shoot borer in sugarcane,6
13602,paddy sheath rot control,6
44170,farmer want to know information about weather of deas district,8
46386,information regarding to fungel disease control in berseem,6
60776,tell me fungal disaese control in wheat,6
92278,information regarding how to control fungal disease in garlic crop,0
43412,tell me about contact number for mashrooum training,8
19349,yellowing of pointed gourd,6
82071,asked about false smut in paddy,5
27760,anudan ke liye,3
81742,farmer needs information regarding weather information for nagod tehsil in satna district madhya pradesh state,8
86846,which fertilizer and nutrient give for better growth in soybean crop,0
18895,asking about varieties in sesamum,7
57999,asking about weather report for pongalur,8
65292,tomato information,0
12242,asking about plant growth regulater in onion,6
66246,information about solar pump,3
12921,asking about banana calcium deficiency,5
70260,information regarding fruit rot in brinjal,6
76793,paddy gall midge management,6
74787,farmer want to know information about weather forecasting for shajapur dist,8
82342,asking about banana bunch spray for improve quality,5
96518,information regarding to control of disease in fruit plant,6
17362,farmer need weather information of rewa district of madhya pradesh,8
83256,tell me control insect mosquito in tomato crop,6
26118,disease control in mustard,2
14987,chilli root grub management,6
92344,maize pod borer,2
69821,farmer want to know about how to control of fungal attack in coriander crop,6
71887,tell me insect control in bringle,6
67931,insect control in urd,2
1912,asking about the control of weed in paddy field,9
4752,tell me plant protection in tinda,6
73054,weather query,8
70768,tell me disease control in groundnut,6
2110,asking about pomegranate season and spacing information,0
34061,information about cotton,6
67751,asking about samba season paddy varieties,0
2226,tell me about weed control,9
56343,asking about control of white fly in cucumber,6
4779,mausam ki jankari chahiye,2
94755,tell me control of caterpillar in bajra,6
59367,asking about villupuram sesamum market rate,4
74097,farmer want to know information about weather information in shajapur district,8
36934,asking about gummosis management in mango,6
53250,insect infestasion in wheat,6
63460,farmer want to know information about weather of shajapur district,8
33749,dhaan me gandi keet laga hai,6
31076,asking about banana top dressing fertilizer application,5
30777,zink sulphet ka prayog,0
35507,asking about weather report for neyveli,8
55055,flower droping in tomato,6
45257,growth regulator in mango,8
73383,asking about fertilizer dose for on cotton,1
91584,query regarding npk powder,1
93857,fertilizer management of wheat,1
61433,top shoot borer in sugarcane,6
64971,how to control of thripes in cauliflower,0
11364,ber plants are effected powdery mildew pls tell control,6
36056,tell me insect control in rijaka,6
70326,asking about rose temperature and planting spacing,0
25777,mausam ki jankari de,9
41211,amm ki dulai kare,6
85474,tell me control mosquito fly in opium crop,6
37408,thrips problem in sesame crop,6
52789,query regarding fertiliser dose,1
51108,ferytilizer spray on tomato,1
35898,anudan ke liye jankari,3
24699,plant protection of mango,6
76962,information regarding for the weather deficiency of mangnease in wheat,8
84672,tell me about yellowing control in moong,6
99168,fertilizer dose for maize,6
81969,species of arhar,7
33596,information about white grub in sweet potato,8
85258,farmer want to know information about how to control sucking pest in rice crop,6
83979,asking about control of weed in sesamum,9
60186,asking about banana bunch covering sheet subsidy information,3
58234,for farmer registration,3
42586,asking about weather report for kunnam,8
93801,khk,6
17363,asked about ear head bug in paddy,8
97309,asking about government subsidy application,3
60231,information regarding weather in fatehabad,0
16440,plant pgrotwth sugarcane,2
1506,plant protection in papaya plant,6
53643,farmer want to know information about how to control green semioloopers in soyabean,6
10986,weather informationm,8
71863,block ke jankare,3
86921,asking about nutrient management in beans,5
38283,tell me cut worm control injamon,8
97509,asked about attack yellowing on onion,0
29129,asking about cut worm in maize,6
24563,asked about weedicide effect on crop tomato,5
91453,asking about boron deficiency in coconut,5
30709,information regarding contact no of kvk of bijorakullu,2
95532,grassy shoot problem in sugarcane,6
24117,tell me wather information,8
1234,information regarding weather,8
16784,gram pod borer infestation,6
25158,tell me about teh control of grasshopper in bajra,6
32674,chana me ful gir raha hai,2
57669,drip irrigation information,3
39550,sowing time of carrot,7
88371,farmer want to know information about how to control of fungal attack in gram crop,6
84634,information regarding weather in babain,8
46583,tll me insect control in musterd,6
85874,tell me pest control in babool,6
23242,asking about bhendi fruit borer management,6
85751,control of little leaf in brinjal,6
52722,tell me subsidy in drip irrigation,6
17988,information regarding control of thrips in cotton,6
45097,how to fertilizer dose 5year of citrus,0
41650,asking about control of leaf sucking insect in potato,6
33391,rodavetor anudaan,3
88813,information regarding contact no of pauludhiana,8
95707,give the information about weather,7
62770,white fly control in okra crop,6
51977,asked about namakkal horticulture department contact number,4
80604,information regarding control of thrips in cotton,6
93109,asked about cotton basal fertilizer management,5
37454,asking about weather detail for pudukottai dist,8
38105,aphid problom in wheat,6
75638,tell me cultivation of masroom,8
39258,information regarding spray schedule recommendation for walnut stage of apple plants,6
1482,grass hopper insect problem of paddy crop,6
90033,asking about bitter gourd,6
74514,tell me no fruit in lemon,6
54393,floral mango malformation information,6
84674,chilli die back control,6
19607,tell me insect control in watermelon,6
66828,forest animal problem in pearl millet crop,0
70783,anudaan ke sambandhi jankari chahiye,9
37574,tell me co no,6
1748,asked about ariyalur today weather report,8
5941,asking about weather report for kattumannarkoil,8
7786,weather report of goalpokhor,8
77550,dhaan me pattiya pili pad rahi hai,0
77121,farmer need weather information of sheopur district of madhya pradesh,8
45866,tell me rejfed ajmer contract number,8
33353,pls tell me weather information for moth,8
99125,asking about fertilizer dose for cotton,8
18064,information regarding weather in panipat,8
51078,ask about general information,0
34328,growth promoter of wheat crop,0
53789,asking about weather report in hooghlyarambagh block,8
92902,asking about paddy sowing season and varieties,7
33963,farmer needs information regarding how to control of fungal attack in tomato crop,6
37099,information regarding how to improved zinc deficiencybetter growth in wheat crop,1
82705,asking about top dressing fertilizer management for sugarcane,1
59693,russeting in apple,6
20959,farmer want to know information about how to control insect pest in soybean crop,6
18254,aam ke podha sukh rahe hai,6
5778,disease management in ridge gourd,6
14753,weather inofrmation of firozabad,8
90757,asking about suitable varieties of ragi,7
95971,asking about karur weather report,8
53800,how to weeds control in cotton crop,9
5764,tell me about blight control in mung,6
87757,tell me about termite insect control in cotton,6
12585,control of foot rot in green gram,6
1432,asking about growth regulator for brinjal,5
46283,information regarding contect no of centre of excellence for vegetables gharaunda karnal,3
22102,npk ka spre,1
59282,information regarding how to control powdery mildew in tomato plants,6
90688,pestfruit bore jack,6
23394,tell me weather information,6
92952,information regarding npk dose,0
18048,asked about paddy murugaikar seed rate,5
4025,insect cantrol of paddy crops,2
74533,asking about groundnut tnau foliar application,4
23266,asked about top dressing fertilizer management for maize,5
74257,rajistration karne ke baad sprinclar set kb milega,3
106,how to control fungal desease in wheatbarley crop,6
51031,farmer want to know information about weather report of shajapur district,8
78932,tell me no fruit in almondo,6
34974,attack of leaf eating caterpillar on brinjal,6
41982,tell me subsidy on seed drill,3
97025,tell me flower droping control in mosambi,5
9984,tell control of aphids in soyabean,6
98146,asking about weather detail for coimbatore ditsrict,8
36875,farmer needs information regarding weather information for ujjain district madhya pradesh state,8
84808,asked about market rate of papaya,4
72488,asking about erode turmeric market rate,4
36028,asking about stem borer management in maize,4
52078,varieties of sesame,7
54383,mango me fungas attacked,6
50652,iformation of weather,8
58816,dbt problem,3
58225,yelowing of chillies,6
23527,weather forecasting for bemetara district of mpstate,8
63367,asking about tinda wholesale traders phone number,4
58123,tell me subcidice on lemon,6
6223,weather informapion,8
53121,asked about market rate of cotton,4
82266,farmer needs information regarding for ujjain dist of state madhya pradesh,8
27963,farmer want to know information about schemes,3
45944,information regarding weather report of fatehpur,6
1349,farmer want to know about agriculture schemes,2
16315,asking about spacing about cashew,5
25068,information regarding weather in mewat,8
58675,weather information of mathura,8
83030,alternaria leaf spots,6
21633,stem borer in paddy,6
93201,asked about black spot on pomegranate,6
16802,tell me about the weed control in soybean,9
38726,tamatar men fal nahin lag rahre hai,6
68248,asking about navarai season paddy varieties,0
99701,weather information,3
69053,root rot of chilly,6
85771,tell me about in msp of moong,4
32764,asked about paddy season and varieties details,5
15064,askign about groundnut top dressing fertilizers,1
46984,information regarding weather in jind,8
84858,khaira dsiease in paddy crop,6
17952,tell me fertilizer in lemon of 5 yrs,5
27208,asking about marigold suitable season,0
63783,tell me gurder beetle control in soyabean,6
73510,asked about tiruvarur district weather report,8
3207,asking about weather report for thiruvarur,8
56047,on line krashi subsidy kaise milegi,3
25326,tell me control of termite in paddy,6
70676,tell me root rot controle in cauliflower,6
72201,asking about jasmine weed management,0
88424,washing of mango plant,0
51782,asking about leaf blight diseases management in coconut,6
20361,information regarding growth of paddy,6
99021,farmer want to information about weather for indore district,8
42002,asked about attack of pink boll worm on cotton,6
48688,farmer wants to know weather information in your narsimhapur district,8
13436,farmer to know about control of white gurb in soyabean,6
44640,asking about coconut planting,0
40542,asking about leaf caterpillar management in amaranthus,6
43825,rice blast,6
66674,weather information,8
5018,farming of mango,3
11147,tell me plant protaction in arecanut,6
21244,how much fertilizer dose 3year of orange,6
55266,termite problem in wheat,6
92853,advanced varieties of chillies,6
10452,give me weather information k,8
37958,bulandshahar me barish,8
18187,please give weather information,8
39521,weather,8
31839,fertilizer use in cucumber,1
84657,weather information in kheri,3
17264,tell me about control of green semiloopers in soyabean,6
8649,information regarding control of mites in cotton,6
41412,bengan ki fasal me white flay lagi hui hai,6
62238,farmer need information regarding control measures of flower drop problem in brinjan crop,6
25003,tell me no flower in rose,6
16660,paddy crop use in fertilizer,1
48909,farmer wants to know information about weather for district,8
87754,farmer want to know information about in weather,8
98429,plant protection in pumpkin,6
75933,soler pump ke bare me jankari de,3
57939,asking about control thrips and shoot borer in brinjal,6
62374,asking about calcium deficiency management in banana,5
49887,asking about leaf miner in ground nut,6
34807,information about weather condition,8
39515,asking about krishi vigyan kendra kurumbapet pondicherry contact,5
3520,tell me control of flower droping orange,6
34298,tell me info about levelling of soil,3
61204,tell me control cutworm in chillies,6
54610,tell me subsidy in thressar,2
28483,asking about villupuram maize market rate,4
59226,paddy stem borer,6
11664,chuha cantrol of wheat crop,0
31203,tell me control of flower dropping grape,6
88105,tell me insect control in fennel,6
21897,mango leaf hopper,6
69610,information weather,8
84564,asking about ir 20 paddy panicle initiation stage,0
5102,shoot and fruit borer control in brinjal,6
96621,aphid controle in musrtard crop,6
56634,attack of catterpilar on soybean,6
40276,asking about sesame market rate at villupuram,4
29580,asking about basal fertilizer management for cumbu,1
98886,farmer wants to know information about how to control flase smut in paddy crop,6
89248,best variety of cauliflower,0
44961,farmer need information regarding weed management in pearl millet crop,9
