query_id,query,label
48639,Thrips And Jassids on cotton?,6
2115,Ask for Solar Pump informations1800-233-6205 7923257251/52/53/54,3
55772,LEAF EATING CATER PILLAR IN BRINJAL,0
73182,ASKING ABOUT CONTROL OF MOLE CRICKET IN SESAME.,6
56935,Asking about Top dressing fertilizer management for Turmeric,1
57307,TELL ME FRUIT NECROSIS IN LEMON ?,1
10086,insecticide in brinjal crop..?,0
76317,information regarding how to control yellow rust in wheat crop?,1
37248,weed management in sugarcane corp ?,9
31284,"Farmer wants to know information about weather forecasting in tarana, ujjain district ?",8
44870,Asking about Soil testing details .,1
97972,Asking about jasmine nutrient management,5
68410,asking about maize market rate,4
96718,Asking about weather forecast Tahsil?,8
50152,fruit drooping in mango,6
54558,asked about fertilizer dose of pigeon pea ?,1
83555,Farmer needs information regarding weather  for rajnandgaon district of chhatishgarh state?,8
6430,ASKING ABOUT FUSARIUM WILT PROBLEM IN CHILLIES,6
67532,Asking about chilies flower dropping control .,5
52770,Information regarding to Weather bhiwani  ?,8
59975,TELL ME FLOWER DROPPING CONTROL IN LEMON,5
5194,varieties of banana?,0
91650,weather information garautha  jhansi?,8
49522,DBT PROBLM,3
74804,baugan ki kheti ?,6
44330,thrips insect problem in maize,6
91990,How to control sucking pest in bitter gaurd crop?,0
79169,WEED CONTROL  IN FEILD,9
59284,ask about seed rate of coriander,0
43309,PHOOLGOBHI ME ROGUE/KEET CONTROL......?,6
52028,Gehu ke phasal me kandua ki samsya hai ?,6
96584,papita ki kheti ke bare me jankari de....?,2
76799,about in weathear information .............?,8
37882,askign about ashgourd foliar spray management,5
8378,Plant protection of black gram crop ?,6
4528,Asking about False smut management in paddy,6
10188,TELL ME PLANT PROTECTION IN CITRUS,6
100276,insect control  in mango,6
3704,Farmer needs information regarding how to control caterpillars sucking pest in soybean crop?,6
74258,FUNGAL INFECTION IN BOTTLE GOURD,6
70783,Anudaan ke sambandhi jankari chahiye?,9
31899,ASKING ABOUT CONTROL OF STEM ROT IN BHINDI (OKRA/LADYSFINGER),6
50459,Dhaan vikray ki jankari....?,4
66564,Farmer wants to know information about weather of Sehore?,8
31331,VIDHANOO KA MAUSAM......?,8
75236,REGARDING SAN JOSE SCALE IN APPLE?,6
71747,Information of weather...?,8
25194,Dhan ke phasal ki growth bhi ho rahi hai ?,8
97966,how to control fungal disease in paddy ?,6
63385,TELL ME HONEYBEE TRAINING,0
29152,ASKING ABOUT WEATHER REPORT OF KARIMPUR -II BLOCK IN NADIA DISTRICT,8
6970,wilting of  mango,6
71324,asking about poovan banana suitable spacing,0
78500,tell me wether report in,8
54796,Farmer need weather information of his district of madhya pradesh ?,8
38482,Rhizopus rot disease in jackfruit?,6
85516,pomegranate spray,6
20974,weather information in Azamgar ?,8
81699,Asked about damping off management in chilli nursery,6
26474,farmer want to know information about govt. schemes?,2
18983,TELL ME CONTACT NUMBER OF MANDI HELPLINE ?,8
65088,TELL ME MSP RATE OF GRAM ?,4
14821,gundhi bug ki problem?,6
62520,Farmer wants to know  weather information of sehore district ?,8
9954,tell me plant protaction in moong,6
52622,cucumber leaves yellowness information,0
46465,sagoan ki kheti  ...?,6
31229,ASKING ABOUT THE CONTROL OF SUCKING PESTS IN CHILI.,6
47215,ASKING ABOUT ATTACK OF THRIPS ON COTTON ?,6
61378,Asking about organic farming department contact number,3
48515,dhaan me pattilapetaak laga hai?,6
48640,asking about Villupuram blackgram market rate,0
22803,fertilizer management of kapas ?,1
20943,TELL ME MUSTARD RATE OF KOTPUTLI,4
9219,Farmer needs information regarding for chhindwara   dist. Of state madhya pradesh?,8
13207,weather information in Banda ?,8
68648,Farmer needs information regarding variety for pigeon pea/arhar/redgram?,7
45672,varmi kampost par kitana anudan hai,2
14595,Attack of  Wilt (Mar)Drenching IN TUR?,6
9588,Farmer wants to know information about weather Raisen district  ?,8
33373,information regarding to weather Ambala?,8
72154,Growth Delay,2
55071,ASKING ABOUT CONTACT NUMBER of  IFFCO tokio   CROP  INSURANCE SCHEME ?,3
79907,fertilizer for onion crop?,1
12276,control of insect in the black gram...?,6
37465,Farmer want to know information about weather of SAGAR dist. ?,8
63308,farmer want to know information about how to control sucking pest in okra  crop?,6
10951,Farmer needs information regarding weather  for  raipur  district of chhatishgarh state?,0
18026,farmer want to know about weather information in panna district?,8
72710,Control of pod bore in Pigeon  Pea.....?,6
98356,VARAIETY OF MUSK MELON......?,0
65877,TELL ME MICRO NUTRIENT MANAGEMENT IN BAIL,6
86100,Weather forecasting for alot tehshil ratlam district of Madhya Pradesh?,8
3549,Anar me phool aate hai gir jate hai?,6
76934,ASKED ABOUT MARKET RATE OF GROUND NUT PODS (DRY) ?,4
2396,TELL ME CONTROL MOLYA IN CUMIN,8
68832,TELL ME CONTROL BECTERIAL BLIGHT IN GVAR,6
4793,aphid control in citrus..?,6
29920,POD BORER CONTROL IN ARHAR..?,6
49619,Farmer wants to know information about weather in sehore   dist.?,8
70609,jassids insect in  coottan ?,6
49333,Asking about weather report for Idappadi,8
25399,BACKWARD DIFFERENTIATION FORMULA,2
82895,CONTROL OF APHIDS IN BEANS.,6
10285,ASKING ABOUT THE WEATHER REPORT OF KAMRUP DISTRICT OF ASSAM.,8
34337,insect control in cucumbar..?,6
57916,Farmer wants to weather information of Your rewa district ?,8
92929,ASKING ABOUT CONTROL OF FOOT ROT IN POTATO,6
15752,TELL ME INFO ABOUT SUBSIDY ?,3
21547,saking pest of urad ?,0
36752,Farmer needs information regarding how to control sucking pest in   crop?,6
5873,Variety of urd been information ?,0
12075,nematodes problem in paddy.,6
90489,MAKKA ME KIDA,6
99242,ASKING ABOUT CONTROL OF THRIPS IN ONION,6
71203,Information regarding weather  jhajjar  ?,8
13770,TELL ME CONTROL THRIPS IN ONION,8
100443,farmer want to know information about how to control sucking pest in sugarcane crop?,6
48933,gane me zinc sulphate ke spray ke liye ?,6
405,TELL ME CONTROL OF FUNGUS IN LEHSODA,6
98785,TELL ME MANDI BHAW OF MUSTERD IN JODHPUR,4
86364,INFORMATION BAOUT WEARHER OF MIRZAPUR ?,8
81811,subsidey ki jankari?,3
420,TELL ME WEATEHR INFORMATION OF CHITTORGARH DIST,8
12993,"asking about Krishi Vigyan Kendra, Vriddhachalam, Cuddalore District contact no.",5
39144,INFORMATION OF BIO FERTILIZER IN PADDY..?,1
69760,Farmer want to know information about  weather of your datia district ?,8
30861,tell me about disease and pest control in CUCUMBER ?,6
56633,white fly on cucumber?,0
55368,farmer wants to weather information of ashoknagar  district ?,8
94506,Flag smut control of wheat crop...?,6
61243,TE LL ME ABOUT WEATHER INFORMATIONRAIN?,8
93032,Sowing time of tomato..?,0
50491,information regarding how to control of termite in cotton?,6
55055,FLOWER DROPING IN TOMATO,6
38854,TELL ME NUTRETMENGMENT  GROUNDNUT,1
59520,ASKING ABOUT WEATHER FORECASTING OF DINAJPUR(SOUTH) DISTRICT,8
58521,BOTTILE GOURD NUTRIENT,5
18832,Asking about square shedding in cotton,6
54712,TELL ME TERMITE CONTROL OF COTTON ?,6
35592,Insect control in paddy crop...?,6
3657,ganne ki jankari....,6
31123,ASKING ABOUT ATTACK OF SHOOT BORER ON SOYBEAN  ?,6
4678,TELL ME ABOUT THE INSECT BAJRA,6
36984,Ganne me bare jankari ?,0
88687,market rate of gram?,5
96858,Farmer needs information regarding weather for amla block in betul dist.?,8
23149,Information regarding weather forecasting? Weather is cloudy but no chances of rainfall today. ??? ?????? ???? ? ??????? ????? ?? ???? ?? ??? ??????? ??? ?? ??,8
60429,TELL ME ABOUT WEATHER REPORT IN JAIPUR,8
23201,plant protection of onion ?,6
90084,batata kadhani,2
85303,TELL ME about THE CONTROL OF FUNGAL INFECTION IN CITRUS ?,6
36324,TELL ME INSECT CONTROL IN COTTON ??,6
96552,TELL ME INSECT CONTROL IN MOONG,7
34312,weed management for sugarcane 3 month crops,9
92326,Asking about weather forecast Tahsil  ?,8
59816,TELL ME MARKET RATE IN WHEAT,8
36015,PADDY STEM ROT &STEM ROT,6
51783,How to control Fruit Fly in bottle gourd ?,0
94349,TELL ME CONTECT NUMBER IN KOTA KVK,3
16181,Species of millet information ?,7
7683,TELL ME ABOUT PEST CONTROL IN SORGHUM,6
41100,soar pump ke bare me jankari lena hai ?,8
73007,ALIGARH KA MAUSDAM...?,8
54351,????? ????? (?????? ????????),2
48838,ETAWAH ME MAUSAM...?,8
97633,Asking about Seed Treatment for turmeric,0
99099,informamation in  Kisan Credit Card.,3
82012,Asking about Flower drop in gram crop.....?,5
69994,plant protection in papaya..?,6
41457,TELL ME NUTRIENT MANAGEMENT IN GUVAVA ?,5
9573,red  pumpkin beetle,6
47383,how to increase growth o soybean crop?,0
84651,How to control of fungal attack in fenugreek crop?,6
69746,Farmer wants to know information about weather of their ujjain district?,8
4524,ASKING ABOUT WEATHER(RAIN FALL)REPORT IN KOCHBIHAR DISTRICT.,8
22752,TELL ME CONTROL OF FLOWER DROPPING ?,8
72644,leaf roller problem ?,6
80646,farmer want to know information about market in indore mandi onion crop ?,4
63404,information  regarding growth of bengal gram ?,5
23778,ASKED ABOUT FERTILIZER DOSE FOR COTTON  ?,1
24520,asking about leaf eating caterpillar control in Colocasia,6
89671,Asking about sugarcane top dressing fertilizer management,1
68125,banana nutrient management,5
41375,Prevention of flower dropping in Aonla?,5
68443,RAINFALL FORECAST IN BALANGAIR DIST,8
20821,insect pest control in paddy ?,6
64806,wheat me weed management ......?,9
74394,bhindi ki kheti ?,6
74333,fungal control in barseem ?,6
6109,nutrients management in banana..?,5
14135,INSECT CANROL OF WHEAT CROP ?,0
49058,asking about koyambedu market onion price,4
10042,weed problem in wheat crop ?,9
87926,asking about ethrel application details,5
75986,FARMER ASKED ABOUT MARKET RATE OFCOTTON ?,4
99423,information regarding control of weeds in paddy ?,8
22026,TELL ME NUTRIENT MANAGEMENT IN BAIL  ?,5
67999,Information regarding  control of  Root /stem boror in paddy  ?,6
42550,TELL ME NUTRIENT MANAGEMENT IN BHINDI ?,5
74675,GANNE KI BADAWR NAHI HO RAHI HAI ?,2
69950,rastreeya swasth bema yojna ?,0
95843,Aphid control in Wheat crop .....?,6
76635,Asking about MN application for papaya,5
89646,information regarding how to control leaf curl in peas ?,6
17341,Asking about weather detail in kodumudi,8
35935,Farmer need information regarding control measures of white fly attack in soybean crop.,6
40100,Yield information of moong..?,0
68166,teLL ME LEAF MINER CONTROL IN MOONG,6
50964,leaf spoting in the paddy crop....?,6
95727,Asking about Kodumudi(Erode) taluk weather report,8
70168,PLANT PROTECTION IN CHILLIES CROP.........?,6
25480,Fertilizer Spray ?,1
1366,insect problem in cucumber crop.,0
91331,Farmer need information regarding control measures of caterpillars attack in bhindi crop.,6
15587,TELL ME WEATHER INFORMATION OF PARTAPGARH,8
91874,button shed in coconut,5
3697,Asking about lab lab seeds availability details contact number,0
49411,Asking about Downey mildew disease management Cucumber,6
50705,Asked about market rate of custerd apple ?,4
21955,pant nagar krishi mela ki jankari ?,6
49696,information about Gov...?,3
66581,TELL ME FURIT CRACKING IN BAIL,5
12209,growth proter of okra ?,0
26591,Information regarding weather in sirsa ?,8
76796,ASKING about foliar spray management for bitter gourd,1
53749,about weather information dist moradabad,8
50071,How to control growth in cotton crops.?,2
72500,termite insect in mango crop?,5
60980,weather information of Hathras Sasni?,8
4080,TELL ME ABOUT RATE OF GUAR IN MEDTA CITY ?,4
32445,TELL ME MUSTARD RATE OF MUSTARD IN DHAULPUR MANDI,4
37518,TELL ME ABOUT FRUIT CREAK IN ORANGE?,5
55410,growth problem in banana ?,6
35844,pomegranate ki jankari ...?,6
95816,pod bore of graam ?,6
87111,TELL ME TERMITE CONTROLE IN TREE ?,6
77506,fertilizer application for chilli after sowing,1
67961,TELL ME SUBSIDY ON SPRINKLER SYSTEM?,3
91826,Stem borer control in paddy crops  ?,6
35884,TELL ME INSECT CONTROL IN MOONG?,6
86679,ask about basal fertilizer dose,1
21987,Top shoot borer in sugarcane ?,6
92329,Information regarding  weather in Uklana ?,8
75374,fertilizer dose in gwar,1
99208,TELL ME BORER CONTROLE IN URD ?,6
44111,TELL ME ABOUT SEED TRITMANT IN MOONG ?,6
99289,gehu me shootfly laga hai ?,6
48312,Flower Drop?,1
94268,TARBOOJ KI BADAWR NAHI HO RAHI HAI ?,6
77048,"ASKING ABOUT WEATHER REPORT IN NORTH 24 PORGANA,DEGANGA BLOCK.",8
51341,ARHAR KI PRAJATI BATAYE ....?,7
49483,WEATHER INFORMATION ?,6
49857,TELL ME CONTROL OF APHID & FUNGUS IN CITRUS,6
24371,asking about gall midge management in jasmine,5
58352,Asking about weather report for kancheepuram district,8
84072,weather infprmetion ....?,8
27829,Gundhi bug in paddy?,6
15546,Disease control in potato ?,0
49003,Farmer wants to know information about weather forecast in Singoli subdistrict ?,8
16027,Asking about Suitable varieties for Groundnut (Chithiraipattam),7
39672,TELL ME ABOUT OF INSECT CONTROL IN BRINJAL,6
36435,Control of insect - pest in fruit crop ?,6
2138,Farmer wants to know information about increasing flower in urd crop?,0
65983,Fruit drop problem in Lemon plant...?,6
84251,Asking about Bhendi foliar nutrient  application,5
8610,seed treatment information?,1
53055,ASKED ABOUT  SUGARCANE GROWTH SPRAY?,5
61914,weed control management in sugarcane ?,9
58326,Nutrient management of paddy crop....?,5
16327,BIJNOR ME BARISH...?,8
92109,CONTROL OF DOWNY MILDEW IN OKRA,6
83439,Farmer needs information regarding weather information for Pachor Tehsil madhya pradesh state?,8
22469,insect control in maiza corp ?,6
39076,farmer want to know information about how to control sucking pest in coriendar   crop?,6
66482,FARMER ASKED ABOUT MARKET RATE OF  SORGHUM ?,4
12316,Information of poultry farm,8
55011,Information regarding Verities of cucumber ?,0
55525,spray for cluster bean?,6
43459,Asking about Paddy basal dressing fertilizer management,5
4422,stem borer and sheath blight in paddy ?,6
58292,Asking about planting season for Jasmine,0
53232,Asking about paddy  top dressing fertilizers management,1
73517,Information regarding weather in Kaithal ?,7
18165,"WEATHER REPORT OF JANGIPARA, Hooghly DISTRICT.",8
17791,Farmer wants to know information about weather his chhatarpur distt. ?,8
15064,askign about groundnut top dressing fertilizers,1
20629,"pls, tell me weather information for etawah?",8
41198,TELL ME ROOT ROT CONTROL IN BAJARA ?,0
87391,plant growth in popler plants ?,7
44139,Farmer needs information regarding weather for DABRA BLOCK of state madhya pradesh?,8
15865,weather in bhuna block?,8
80613,asking about Leaf blight control in coconut,6
13093,information regarding control of fruit borer in brinjal ?,6
55936,problem of leaf tarning in the chillies....?,6
29925,farmer want to know How to control sucking  pest in cotton crop?,6
38012,tell me control of leaf folder,6
61078,asking about avinashi weather report,8
81301,Control black spot in Guava,6
18389,FRUIT  BORER INSECT PROBLEM IN BRINJAL,6
30830,Asking about Guava fertilizer management,5
81401,TELL ME CONTROL OF ROOT ROT IN MAIZE ?,6
49513,Asking about Red Ant management in mango,4
22899,Asking about Mealybug parasitoid availability,0
46579,PINK STEM BORER MANAGEMENT,6
86368,Asking about crop physiology department contact number,0
18062,flowers droping in pomegranate ...?,6
10477,TELL MEW ABOUT THE MANDI RATE OF ONION IN JODHPUR MANDI ?,4
9435,chana men fool jhadne ki samsya,6
9107,farmer want to know information about weed management  in maize crop?,9
44023,Corn Rust in Maize,6
13797,farmer want to know information about  weather of Hatta ?,8
52676,TELL ME FLOWER DROP CONTROL IN COTTON,5
3395,TELL ME FRUIT CRACKING ?,1
78933,tell me about weather information  ?,8
57890,Thrips control in cotton ?,6
40225,Weather information District Jhansi....?,8
94123,Application of fertilizer dose of cotton ?,1
75037,ASKED ABOUT MARKET RATE OF POMEGRANTE  ?,4
51057,farmer want to know information about how to control defoliators in soyabean?,6
44438,Irrigation Scheme Information ?,3
41905,TELL ME CONTROL OF DISEASE IN ANAR,6
85013,Farmer want to know how to control fungal attack in tomato crop?,6
69613,flower dropping in BOTTLE GOURD,6
59202,Weather Information District Mau....?,8
99420,Asking about Coriander harvesting stage (in days),0
77239,Asked about sucking pest attack in cotton crop ?,6
17760,Farmer need information regarding verities of brinjal crop?,0
50899,TELL ME CONTECT NUMBER OF CROP INSURANCE,3
38420,asking about rose suitable planting season,0
89012,Farmer want to know information about how to control dcaterpiller in soybean?,6
65914,ASKING ABOUT CONTROL OF WHITE FLY IN PUMPKIN,6
54462,farmer want to know information about weather forecast in  ratlam district?,8
61314,ASKING ABOUT WEATHER(RAIN FALL) REPORT IN HOOGHLY DISTRICT.,8
8546,Farmer wants to know about verities of colocasia crop?,0
56776,Asking about weather detail in puthukottai,8
70985,Farmer want to know information about grouth of flower?,8
54188,TELL ME SUBCIDY IN SOLER SYATEM ?,3
96765,TELL ME ABOUT WEATHER INFORMA,8
86604,TELL ME BLIGHT CONTROL IN MANGO,0
19413,TELL ME APHID CONTROL CUMIN ?,6
66325,asking about leaf blight management in Paddy,6
84505,Asked about groundnut foliar application,5
98248,Asking about rat management in paddy,0
55510,farmer want to know information about How to control of fungal attack in PADDY crop?,8
63651,Ask about fungus problem in cropSuggested: Propineb 70% WP 40 ml/pump spray,8
47283,Information about cultivation of Suklai ?,0
89413,Plant protection in Black Gram...?,6
32428,farmer want to know information about weather forcast in chhatarpur  district?,8
19873,inforMATION REGARDING PAU CONTACT NO.,8
53915,farmer want to know information about how to control white fly in cotton crop?,6
66054,asking About cocoon market price,4
75521,Asking about weather detail for Vellore dist,8
39835,TELL ME CONTROL OF FLOWER DROPING GUAVA ?,5
6085,anudan ke liye jankari.....?,3
6916,termite problem in pointed gourd,0
13180,Attack of Jassids/Leaf hoppers  tomato? ???????,0
94549,VARIETIES OF TURMERIC ?,1
85841,problem of insecte in the paddy crop...?,6
39798,Information regarding how to control fruit droping ?,6
58116,Farmer need weather information of Seoni District of madhya pradesh.?,8
91327,asking about weather report for kumbakonam,8
97991,TELL ME ABOUT RATE OF GUAR IN KUCHAMAN CITY ?,4
95370,Information regarding weather in bhiwnai?,8
94221,turmeric rhizome rot management,6
12630,Asking about sowing season for Small onion,2
80701,Pest control in Guava fruit ?,6
98929,Whitefly: Bemisia tabaci,6
59647,bhindi ki pattiya jhar rahi hai ?,6
67358,Asking about weather forecast Jalgaon Tahsil ?,8
26321,CHANDAULI--WEATHER?,8
43780,Asking about suitable varieties for Cotton (February – March),7
31901,farmer want to know information about weather forecast in parasia sub district?,8
85960,Asking about White fly management in papaya,6
77636,Information regarding weather fatehabad. ?,8
32940,WANT TO KNOW ABOUT PLANTING TIME OF ELEPHANT FOOT YAM OR AMARPHOPHALLUS,0
4026,asking about drip subsidy information,8
27081,Asking about weather report for Kanchepuram,8
56734,TELL ME MICRO NUTRIENT MANAGEMENT IN CUCURBITES ?,5
95371,INFORMATION bout weather of Allahabad ?,8
21212,Asking about Sankarankovil black gram market rate,4
43472,Asking about Boron Deficiency  in Acid Lime,6
91113,Information regarding how to control Iron Deficiency in Paddy nursery ?,1
79340,Asking about rice moth management,6
98401,asking about FOR FLOWERING on cotton ?,5
17086,Asking about weed management in groundnut field,9
1998,asking about ADT 43 paddy duration,7
66167,Farmer wants to  know information about weather of RAJGARH district?,8
12455,Ask about weather information,8
92456,vereites of maize......?,2
10318,about crop loans,3
98241,sowing time  ?,2
24608,Control broad leaf weed in Sugarcane,9
27021,asking about groundnut basal fertilizers,1
21376,tamater me mahu laga hai?,6
17160,Black spot appear in fruit ?,6
87635,Pest control in Guava Palnt   ?,6
27028,ASKING ABOUT THE WEATHER REPORT OF MEMARI-I BLOCK IN BARDDHAMAN DISTRICT,8
90543,Insect cantrol of sugar crops ......?,2
8336,TELL ME ABOUT THE MANDI RATE OF ISABGOL IN SOJAT MANDI ?,4
38448,ASKING ABOUT CONTROL OF FLOWERD ROP IN LITCHI,6
1096,TELL ME DISEASE CONTROL IN JEERA,6
53774,mausam ki jankari chahiye ...?,8
47180,mandi ret ki jankari....?,6
70208,Asking about weather report Tirupur,8
35706,Asking about weather report at kancheepuram,8
91967,PLZ TELL ME CONTROL OF STEM ROT IN CHILLI,6
28116,weather information in  kheri ?,8
23309,Information regarding weather in uklana  ?,8
64886,Weather forecasting for datia district of Madhya pradesh?,8
62425,Please give me weather information ....?,8
71106,phaslo ke massage ki suvidha?,3
95249,Asking about forest department contact number,0
28528,Information regarding to weather panchkula ?,8
79072,Farmer needs information regarding for dist. Of state madhya pradesh?,8
56986,farmer want to know information about how to control Pink stem  borer in maize crop?,6
64571,NUTRIENT MANAGEMENT IN RIDGEGOURD(TWO MONTHS CROP),1
34319,CONTROL OF LEAF CURLING IN ONION,6
66270,TELL ME DISEASE CONTROL IN RIJAKA ?,6
45101,market information;,4
73166,Information regarding to weather  Sirsa  in ?,8
38222,asking about sorghum seed rate,0
90006,asking about Brinjal green leaf hopper management,6
47311,baigan me safad mukhi laga hai,6
8689,Give the service of  agriculture related information on my number,0
73255,Yellow leaf of cauliflower ?,6
65830,ALLAHABAD KA MAUSAM BATAO.....?,8
86846,Which fertilizer and nutrient give for better growth in soybean crop?,0
14312,Asking about weather report Alanganallur,8
74827,TELL ME ABOUT RATE OF CUMIN IN NAGAUR MANDI ?,4
4871,Asking about Red spider mite management in Cotton,6
69828,TELL ME ABOUT YELLOWING CONTROLE IN LEMON,6
58581,Leaf spot in onion,6
83394,Asked about coconut root feeding,5
86993,Asked about  Virudhunagar today weather Report,5
63528,Asking about  stem borer in paddy,5
44110,Asking about foliar spray Rose,5
91741,moong ki varity...?,7
51227,ASKING ABOUT FERTILISE USE  IN COCONUT,1
71969,About seed subsidy ?,3
33396,asked about set treatment for mulberry ?,0
69865,asking about whitefly in brinjal,8
50316,"ASKING ABOUT WEATHER REPORT IN BANKURA DISTRICT,RAIPUR-1 BLOCK",8
64738,"ASKING ABOUT THE WEATHER REPORT OF KALNA-2 BLOCK,BARDDHAMAN.",8
63624,Farmer wants to know information about  how to increase growth of  soyabean crop ?,1
82687,TELL ME ABOUT WEED CONTROL IN JHADBERI ?,9
15920,Urad variety ?,7
46894,WEATHHER INFO ? .,8
94412,"WILTING ,DRYING OF LEAVES",6
27161,asking about Bean Aphids symptom in black gram,6
47292,Farmer wants to know information about weather in   dewas  dist.?,8
12336,Asking about Collar rot management in musk melon,6
76856,Regarding Yellowing of Rice ?,6
56135,Asking about sugarcane foliar application information,1
93095,weather information uchana jind haryana?,8
56841,TELL ME TOLL FREE NO OF NAGAREGA ?,8
42223,dhan ki fasal ki pattiya  pilee par rahi hai ...?,6
99462,TELL ME PEARL FARMING TRAAINING CONTACT NUMBER ?,8
84266,Information regarding improved varieties of Gwar?,2
59108,BORE WELL SCHEME,3
89610,FERTILIZER SPRAY FOR  SUGARCANE GROWTH ?,5
29101,arvi cultivation information,0
68740,TELL ME ABOUT THE TERMITE CONTROL IN GROUNDNUT,6
59216,Asking about Mealy bug management in banana,6
69851,Asked about small onion foliar nutrition management,5
26206,Asking about flower shed in moringa,6
62850,tell me about varieties of cotton,7
74641,fungal control in bottle gourd?,6
68997,"Plz, Give me weather information Bijnor district noorpur block ?",8
25738,HAIL DAMAGE IN APPLE,6
20185,dhaan kray ke bare me jankari de...?,8
24777,Information regarding weather report of una  ?,8
38430,TELL ME ABOUT YELLOWING CONTROLE IN COTTON ?,1
94303,TELL ME WEED CONTROL IN CARROT ?,0
16155,information regarding for spray after harvesting in apple plant?,0
30144,information for irrigation?,5
71771,FOR FLOWERING of mango,1
86581,Fertilizer use in Urad crop....?,1
63647,information for wheat sell ?,5
80843,control for weed in bajra crop ?,9
68052,plant protection in bail.....?,6
44528,asking about soil pH range in cardamom crop,0
2601,TELL ME SEED TREATMENT OF GVAR,2
9433,dhaan ki fasal me kya uravark dale ?,1
83755,WEATHER REPORT OF KETUGRAM,8
92976,TELL ME CONTACT NUMBER IN RAJFED,4
53584,Asking about Coconut planting season,0
43626,Weather Information for Bahjoi ?,8
11752,Asking about Pencil point disease in coconut,5
34787,mandi bhav ka toll free nambar ?,4
71149,Weather information of saharanpur  ?,8
61320,Asking about banana planting season in Garden land,5
78619,YELLOWING OF CAULIFLOWER LEAVES,6
55194,Which fertilizer and nutrient give for better growth in soybean crop?,2
77025,fertilizer use in wheat....?,1
27791,TELL ME ABOUT WHITEGRUB CONTROL INGRANDNUT,6
369,Leaf curl in tomato?,6
72175,information about chilli....?,6
17641,Farmer need information regarding control measures of caterpillars insoybean  crop?,6
73743,Information regarding  weather of hisar ?,8
40037,Farmer needs information regarding fungal attack in wheat    crop?,2
60492,ASKING ABOUT MARKET RATE OF TURMERIC  ?,4
97739,mausam ki janakari de ?,9
78429,Leaf blight in black gram crop ?,6
57853,insect infasation in mango,6
39537,asking about leaf webber in mango,5
49711,TELL ME CONTACT BAJAJ  ALLIANZ COMPANY   ?,2
873,PYAAJ KI PATTI SOOKH RAHI HAI,6
48945,NPK 18:18:18 sprey ?,1
16753,Fertilizer use in sugarcane crop ....?,1
31649,TELL ME SUKHING PEST CONTROL IN TOMATO,6
31437,Plant Growth & Regulators in garlic?,6
77419,riper binder par anudan ki janakari ?,4
73370,asked about attack of aphids on cotton ?,6
66378,asking about paddy sucking pest management,6
27809,Asking about azolla seed availability,3
47169,Information regarding Weather of JHAJJAR  ?,8
19870,nutrient for water melon...?,6
91491,How to control flower drop problem in urd crop?,5
13915,HOW TO CONTROL FUNJAL DISEASE IN cotton ?,2
50299,information regarding fertilizer dose in gram  ?,1
9512,Irrigation in red gram?,0
78451,Farmer needs information regarding reduce effect of herbicide in maize crop?,9
99311,information regardingh yellow leaf control of paddy nursery ?,6
27018,Farmer needs information regarding fungal attack in  wheat  crop?,6
2885,information regarding control of weeds in wheat ?,9
86603,Leaf hopper in black gram crop ...?,6
82386,Attack of sucking pest?,6
89366,TELL ME WEATHER INFORMATION OF NAGOUR,6
77082,Farmer want to know information about  weather of your bamori tehshil guna district ?,8
76126,Information regarding  weather in Jhajjar ?,8
10608,nutrient deficiency in bottle gourd.,5
97299,fungus cantrol of paddy crop ?,8
5293,TELL ME YELLOW RUST CONTROL IN WHEAT  ?,6
58988,INCREASE GROWTH IN PADDY  CROP ?,1
22577,Yellow leaf problem,2
80122,Asking about control shoot borer in brinjal,6
91425,Farmer need weather information of dewas district of madhya pradesh.?,8
50423,TEL ME FUNGAL CONTROL IN WEHAT,6
36372,ASKED ABOUT WEED MANAGMENT IN TUR ?,9
95485,Weather information in Chitrakoot ...?,8
89159,Information regarding Spray dose of fruit development of bean?,0
85144,asking about azolla fronds information at kanyakumari,3
60046,TELL ME MOTH RATE OF SARDARSHAR MANDI,8
88170,AAM KE FOOL GIR  RAHE HAI ?,6
93732,VARIETY OF BHINDI,0
69857,Asking about Thalaivasal Salem today weather Report,8
59514,ASKED ABOUT REDDNING OF COTTON ?,1
80021,coconut intercropping information,5
7067,Farmer want to know information about control of fungal in onion crop?,6
56244,termite problem in paddy crop ?,8
59749,FARMER ASKED FRUIT BORER ATTACK ON BRINJAL ?,6
43908,Farmer needs information regarding weather forecast for  Chhatarpur district?,8
42588,Brinjal  nutrient management information..?,6
26727,plant protection ..?,6
69518,TELL ME TOLL FREE NUMBER BUY MUSTARD,6
73552,Information regarding weather forecasting? .,8
61425,asking about gingee castor maket rate,4
28156,contact number of KVK nanded?,3
4476,Farmer want to know information about weather of amla block ?,8
31612,REGARDING THE PIN SCAB PROBLEM IN APPLE?,6
5890,ASKING ABOUT WEATHER REPORT OF JAMAL PUR IN BARDDHAMAN  DISTRICT,8
5714,fertilizer application in brinjal?,1
15027,farmer want informetion about solar pump .,3
80900,information regarding how to control fangle disease in cotton ?,6
24470,Asking about Foliar spray in onion,5
57673,KYA DHANIYA ME PENDIMETHALIN KA SPRAY KAR SAKTE HAI...?,0
70354,ganne ki buvai kigankari  ?,2
52811,Asking about Edappadi taluk weather report,8
63549,PEST-CONTROL OF CAULIFLOWER...?,6
21792,moong me keet laga hai?,6
86016,variety of urd....?,7
